slurmstepd: info: Setting TMPDIR to /scratch/10928678. Previous errors about TMPDIR can be discarded
cesga/2020 unloaded
        Preparing the environment for use of the CESGA 2020 software stack.
        Please rebuild modules cache: module --ignore-cache avail
     
cesga/2020 loaded
python/3.9.9 loaded
jupyter-server/1.13.5-python-3.9.9 loaded
jupyterlab/3.2.4-python-3.9.9 loaded

  0%|          | 0/480 [00:00<?, ?batch/s]Restormer model not found. Restormer preprocessing will be disabled.
Available Models: ['FRNet', 'FRNet_1ch', 'FRNetR', 'RoiNet11', 'RoiNet9', 'RoiNet9_plusk', 'RoiNet7', 'RoiNet5', 'RoiNet3', 'RoiNetR', 'RoiNet9x1.5', 'RoiNet7x1.5', 'RoiNet5x1.5', 'RoiNet3x1.5', 'RoiNet9x0.5', 'RoiNet7x0.5', 'RoiNet5x0.5', 'RoiNetx2', 'RoiNet_AblationOne_Simple', 'RoiNet_Ablation3_Simple', 'RoiNet_AblationOne_Residual', 'RoiNet_Ablation3_Residual']
Datasets_library: {'FIVES512': {'paths': {'train': 'dataset/FIVES512/train', 'val': 'dataset/FIVES512/val', 'test': 'dataset/FIVES512/test'}, 'preprocessing': {'start': 0, 'end': 1}}, 'FIVES': {'paths': {'train': 'dataset/FIVES/train', 'val': 'dataset/FIVES/val', 'test': 'dataset/FIVES/test'}, 'preprocessing': {'start': 0, 'end': 1}}}
USING CHANNELS = 3
Available Datasets: ['FIVES512', 'FIVES']

All datasets: {'FIVES512': {'train': <ds.dataset.SegmentationDataset object at 0x15422f5f28d0>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f5fe290>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f584490>}, 'FIVES': {'train': <ds.dataset.SegmentationDataset object at 0x15422f54df10>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f560950>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f563810>}}
Dataset a usar: {'train': <ds.dataset.SegmentationDataset object at 0x15422f54df10>, 'val': <ds.dataset.SegmentationDataset object at 0x15422f560950>, 'test': <ds.dataset.SegmentationDataset object at 0x15422f563810>}
Configuración de Entrenamiento:
  Model: RoiNet_AblationOne_Residual
  Dataset: FIVES
  Config File: code/config/config.json
  Epochs: 300
  Thresh Value: 100
  Batch Size: 1
  Num Workers: 32
  Learning Rate: 0.0001
  Weight Decay: 0.001
  Loss Function: Dice
  Loss Alpha: 0.2
  Loss Beta: 0.8
  Loss Gamma: 0.5
  Logging Enabled: True
  Output Prefix: RoiNet_AblationOne_Residual_
  Augmentation Config: {'enabled': True, 'geometric': False, 'elastic': False, 'intensity_and_color': False, 'gamma': False, 'noise': False, 'otrosfives': True}
  Restormer Enabled: False
  Output Directory: run_benchmark_runs/RoiNet_AblationOne_Residual_result_2025-03-10_12-35-56
Parameters logged to: run_benchmark_runs/RoiNet_AblationOne_Residual_result_2025-03-10_12-35-56/parameters_FIVES_RoiNet_AblationOne_Residual_Dice_True_False.log

Modelo cargado en GPU:
- Parámetros totales: 4687174
- Memoria ocupada por modelo en GPU: 17.88 MB

==== Memoria GPU - Después de cargar el modelo en GPU ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB


USING: Dice

==== Memoria GPU - Inicio de época ====
GPU 0 - Total: 40442.4 MB | Allocated: 17.9 MB | Cached: 24.0 MB


Train Epoch 0:   0%|          | 0/480 [00:02<?, ?batch/s]
Train Epoch 0:   0%|          | 0/480 [00:07<?, ?batch/s, avg_loss=0.858, curr_loss=0.858, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   0%|          | 1/480 [00:07<1:03:23,  7.94s/batch, avg_loss=0.858, curr_loss=0.858, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   0%|          | 1/480 [00:07<1:03:23,  7.94s/batch, avg_loss=0.858, curr_loss=0.858, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   0%|          | 1/480 [00:08<1:03:23,  7.94s/batch, avg_loss=0.852, curr_loss=0.847, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   0%|          | 1/480 [00:08<1:03:23,  7.94s/batch, avg_loss=0.852, curr_loss=0.847, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   0%|          | 1/480 [00:08<1:03:23,  7.94s/batch, avg_loss=0.880, curr_loss=0.935, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   0%|          | 1/480 [00:08<1:03:23,  7.94s/batch, avg_loss=0.880, curr_loss=0.935, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   0%|          | 1/480 [00:09<1:03:23,  7.94s/batch, avg_loss=0.861, curr_loss=0.803, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|          | 4/480 [00:09<15:06,  1.90s/batch, avg_loss=0.861, curr_loss=0.803, gpu_usage=GPU 0: 140.6MB]  
Train Epoch 0:   1%|          | 4/480 [00:09<15:06,  1.90s/batch, avg_loss=0.861, curr_loss=0.803, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|          | 4/480 [00:09<15:06,  1.90s/batch, avg_loss=0.855, curr_loss=0.835, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|          | 4/480 [00:09<15:06,  1.90s/batch, avg_loss=0.855, curr_loss=0.835, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|          | 4/480 [00:10<15:06,  1.90s/batch, avg_loss=0.851, curr_loss=0.830, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|          | 4/480 [00:10<15:06,  1.90s/batch, avg_loss=0.851, curr_loss=0.830, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|          | 4/480 [00:10<15:06,  1.90s/batch, avg_loss=0.845, curr_loss=0.808, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|▏         | 7/480 [00:10<09:02,  1.15s/batch, avg_loss=0.845, curr_loss=0.808, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|▏         | 7/480 [00:10<09:02,  1.15s/batch, avg_loss=0.845, curr_loss=0.808, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|▏         | 7/480 [00:11<09:02,  1.15s/batch, avg_loss=0.835, curr_loss=0.763, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|▏         | 7/480 [00:11<09:02,  1.15s/batch, avg_loss=0.835, curr_loss=0.763, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|▏         | 7/480 [00:11<09:02,  1.15s/batch, avg_loss=0.838, curr_loss=0.863, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|▏         | 7/480 [00:11<09:02,  1.15s/batch, avg_loss=0.838, curr_loss=0.863, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   1%|▏         | 7/480 [00:12<09:02,  1.15s/batch, avg_loss=0.835, curr_loss=0.809, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   2%|▏         | 10/480 [00:12<06:46,  1.16batch/s, avg_loss=0.835, curr_loss=0.809, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   2%|▏         | 10/480 [00:12<06:46,  1.16batch/s, avg_loss=0.835, curr_loss=0.809, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   2%|▏         | 10/480 [00:12<06:46,  1.16batch/s, avg_loss=0.828, curr_loss=0.758, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   2%|▏         | 10/480 [00:12<06:46,  1.16batch/s, avg_loss=0.828, curr_loss=0.758, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   2%|▏         | 10/480 [00:13<06:46,  1.16batch/s, avg_loss=0.822, curr_loss=0.757, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   2%|▏         | 10/480 [00:13<06:46,  1.16batch/s, avg_loss=0.822, curr_loss=0.757, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   2%|▏         | 10/480 [00:13<06:46,  1.16batch/s, avg_loss=0.819, curr_loss=0.779, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 13/480 [00:13<05:37,  1.38batch/s, avg_loss=0.819, curr_loss=0.779, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 13/480 [00:13<05:37,  1.38batch/s, avg_loss=0.819, curr_loss=0.779, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 13/480 [00:14<05:37,  1.38batch/s, avg_loss=0.811, curr_loss=0.706, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 13/480 [00:14<05:37,  1.38batch/s, avg_loss=0.811, curr_loss=0.706, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 13/480 [00:14<05:37,  1.38batch/s, avg_loss=0.812, curr_loss=0.834, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 13/480 [00:14<05:37,  1.38batch/s, avg_loss=0.812, curr_loss=0.834, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 13/480 [00:15<05:37,  1.38batch/s, avg_loss=0.816, curr_loss=0.876, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 16/480 [00:15<04:58,  1.56batch/s, avg_loss=0.816, curr_loss=0.876, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 16/480 [00:15<04:58,  1.56batch/s, avg_loss=0.816, curr_loss=0.876, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 16/480 [00:15<04:58,  1.56batch/s, avg_loss=0.811, curr_loss=0.733, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 16/480 [00:15<04:58,  1.56batch/s, avg_loss=0.811, curr_loss=0.733, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 16/480 [00:16<04:58,  1.56batch/s, avg_loss=0.807, curr_loss=0.741, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 16/480 [00:16<04:58,  1.56batch/s, avg_loss=0.807, curr_loss=0.741, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   3%|▎         | 16/480 [00:16<04:58,  1.56batch/s, avg_loss=0.804, curr_loss=0.744, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   4%|▍         | 19/480 [00:16<04:33,  1.69batch/s, avg_loss=0.804, curr_loss=0.744, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   4%|▍         | 19/480 [00:16<04:33,  1.69batch/s, avg_loss=0.804, curr_loss=0.744, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   4%|▍         | 19/480 [00:17<04:33,  1.69batch/s, avg_loss=0.805, curr_loss=0.822, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   4%|▍         | 19/480 [00:17<04:33,  1.69batch/s, avg_loss=0.805, curr_loss=0.822, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   4%|▍         | 19/480 [00:17<04:33,  1.69batch/s, avg_loss=0.800, curr_loss=0.705, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   4%|▍         | 19/480 [00:17<04:33,  1.69batch/s, avg_loss=0.800, curr_loss=0.705, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   4%|▍         | 19/480 [00:18<04:33,  1.69batch/s, avg_loss=0.796, curr_loss=0.703, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   5%|▍         | 22/480 [00:18<04:17,  1.78batch/s, avg_loss=0.796, curr_loss=0.703, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:   5%|▍         | 22/480 [00:18<04:17,  1.78batch/s, avg_loss=0.796, curr_loss=0.703, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█         | 52/480 [00:34<03:33,  2.01batch/s, avg_loss=0.745, curr_loss=0.635, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█         | 52/480 [00:34<03:33,  2.01batch/s, avg_loss=0.746, curr_loss=0.776, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█▏        | 55/480 [00:34<03:31,  2.01batch/s, avg_loss=0.746, curr_loss=0.776, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█▏        | 55/480 [00:34<03:31,  2.01batch/s, avg_loss=0.746, curr_loss=0.776, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█▏        | 55/480 [00:35<03:31,  2.01batch/s, avg_loss=0.745, curr_loss=0.681, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█▏        | 55/480 [00:35<03:31,  2.01batch/s, avg_loss=0.745, curr_loss=0.681, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█▏        | 55/480 [00:35<03:31,  2.01batch/s, avg_loss=0.746, curr_loss=0.844, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█▏        | 55/480 [00:35<03:31,  2.01batch/s, avg_loss=0.746, curr_loss=0.844, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  11%|█▏        | 55/480 [00:36<03:31,  2.01batch/s, avg_loss=0.746, curr_loss=0.696, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  12%|█▏        | 58/480 [00:36<03:30,  2.01batch/s, avg_loss=0.746, curr_loss=0.696, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  12%|█▏        | 58/480 [00:36<03:30,  2.01batch/s, avg_loss=0.746, curr_loss=0.696, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  12%|█▏        | 58/480 [00:36<03:30,  2.01batch/s, avg_loss=0.744, curr_loss=0.655, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  12%|█▏        | 58/480 [00:36<03:30,  2.01batch/s, avg_loss=0.744, curr_loss=0.655, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  12%|█▏        | 58/480 [00:37<03:30,  2.01batch/s, avg_loss=0.742, curr_loss=0.628, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  12%|█▏        | 58/480 [00:37<03:30,  2.01batch/s, avg_loss=0.742, curr_loss=0.628, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  12%|█▏        | 58/480 [00:37<03:30,  2.01batch/s, avg_loss=0.740, curr_loss=0.627, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 61/480 [00:37<03:28,  2.01batch/s, avg_loss=0.740, curr_loss=0.627, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 61/480 [00:37<03:28,  2.01batch/s, avg_loss=0.740, curr_loss=0.627, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 61/480 [00:38<03:28,  2.01batch/s, avg_loss=0.738, curr_loss=0.581, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 61/480 [00:38<03:28,  2.01batch/s, avg_loss=0.738, curr_loss=0.581, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 61/480 [00:38<03:28,  2.01batch/s, avg_loss=0.736, curr_loss=0.664, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 61/480 [00:38<03:28,  2.01batch/s, avg_loss=0.736, curr_loss=0.664, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 61/480 [00:39<03:28,  2.01batch/s, avg_loss=0.736, curr_loss=0.690, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 64/480 [00:39<03:27,  2.01batch/s, avg_loss=0.736, curr_loss=0.690, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 64/480 [00:39<03:27,  2.01batch/s, avg_loss=0.736, curr_loss=0.690, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 64/480 [00:39<03:27,  2.01batch/s, avg_loss=0.735, curr_loss=0.691, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 64/480 [00:39<03:27,  2.01batch/s, avg_loss=0.735, curr_loss=0.691, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 64/480 [00:40<03:27,  2.01batch/s, avg_loss=0.733, curr_loss=0.579, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 64/480 [00:40<03:27,  2.01batch/s, avg_loss=0.733, curr_loss=0.579, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  13%|█▎        | 64/480 [00:40<03:27,  2.01batch/s, avg_loss=0.734, curr_loss=0.809, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  14%|█▍        | 67/480 [00:40<03:25,  2.01batch/s, avg_loss=0.734, curr_loss=0.809, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  14%|█▍        | 67/480 [00:40<03:25,  2.01batch/s, avg_loss=0.734, curr_loss=0.809, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  14%|█▍        | 67/480 [00:41<03:25,  2.01batch/s, avg_loss=0.733, curr_loss=0.654, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  14%|█▍        | 67/480 [00:41<03:25,  2.01batch/s, avg_loss=0.733, curr_loss=0.654, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  14%|█▍        | 67/480 [00:41<03:25,  2.01batch/s, avg_loss=0.732, curr_loss=0.695, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  14%|█▍        | 67/480 [00:41<03:25,  2.01batch/s, avg_loss=0.732, curr_loss=0.695, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  14%|█▍        | 67/480 [00:42<03:25,  2.01batch/s, avg_loss=0.730, curr_loss=0.590, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▍        | 70/480 [00:42<03:24,  2.01batch/s, avg_loss=0.730, curr_loss=0.590, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▍        | 70/480 [00:42<03:24,  2.01batch/s, avg_loss=0.730, curr_loss=0.590, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▍        | 70/480 [00:42<03:24,  2.01batch/s, avg_loss=0.728, curr_loss=0.608, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▍        | 70/480 [00:42<03:24,  2.01batch/s, avg_loss=0.728, curr_loss=0.608, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▍        | 70/480 [00:43<03:24,  2.01batch/s, avg_loss=0.726, curr_loss=0.594, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▍        | 70/480 [00:43<03:24,  2.01batch/s, avg_loss=0.726, curr_loss=0.594, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▍        | 70/480 [00:43<03:24,  2.01batch/s, avg_loss=0.727, curr_loss=0.738, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▌        | 73/480 [00:43<03:22,  2.01batch/s, avg_loss=0.727, curr_loss=0.738, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▌        | 73/480 [00:43<03:22,  2.01batch/s, avg_loss=0.727, curr_loss=0.738, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▌        | 73/480 [00:44<03:22,  2.01batch/s, avg_loss=0.726, curr_loss=0.655, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▌        | 73/480 [00:44<03:22,  2.01batch/s, avg_loss=0.726, curr_loss=0.655, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▌        | 73/480 [00:44<03:22,  2.01batch/s, avg_loss=0.724, curr_loss=0.601, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▌        | 73/480 [00:44<03:22,  2.01batch/s, avg_loss=0.724, curr_loss=0.601, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  15%|█▌        | 73/480 [00:45<03:22,  2.01batch/s, avg_loss=0.722, curr_loss=0.585, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▌        | 76/480 [00:45<03:21,  2.01batch/s, avg_loss=0.722, curr_loss=0.585, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▌        | 76/480 [00:45<03:21,  2.01batch/s, avg_loss=0.722, curr_loss=0.585, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▌        | 76/480 [00:45<03:21,  2.01batch/s, avg_loss=0.721, curr_loss=0.620, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▌        | 76/480 [00:45<03:21,  2.01batch/s, avg_loss=0.721, curr_loss=0.620, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▌        | 76/480 [00:46<03:21,  2.01batch/s, avg_loss=0.719, curr_loss=0.558, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▌        | 76/480 [00:46<03:21,  2.01batch/s, avg_loss=0.719, curr_loss=0.558, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▌        | 76/480 [00:46<03:21,  2.01batch/s, avg_loss=0.717, curr_loss=0.600, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▋        | 79/480 [00:46<03:19,  2.01batch/s, avg_loss=0.717, curr_loss=0.600, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▋        | 79/480 [00:46<03:19,  2.01batch/s, avg_loss=0.717, curr_loss=0.600, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▋        | 79/480 [00:47<03:19,  2.01batch/s, avg_loss=0.717, curr_loss=0.703, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▋        | 79/480 [00:47<03:19,  2.01batch/s, avg_loss=0.717, curr_loss=0.703, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▋        | 79/480 [00:47<03:19,  2.01batch/s, avg_loss=0.716, curr_loss=0.597, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▋        | 79/480 [00:47<03:19,  2.01batch/s, avg_loss=0.716, curr_loss=0.597, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  16%|█▋        | 79/480 [00:48<03:19,  2.01batch/s, avg_loss=0.715, curr_loss=0.667, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  17%|█▋        | 82/480 [00:48<03:18,  2.01batch/s, avg_loss=0.715, curr_loss=0.667, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  17%|█▋        | 82/480 [00:48<03:18,  2.01batch/s, avg_loss=0.715, curr_loss=0.667, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  17%|█▋        | 82/480 [00:48<03:18,  2.01batch/s, avg_loss=0.713, curr_loss=0.578, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  17%|█▋        | 82/480 [00:48<03:18,  2.01batch/s, avg_loss=0.713, curr_loss=0.578, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  17%|█▋        | 82/480 [00:49<03:18,  2.01batch/s, avg_loss=0.714, curr_loss=0.746, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  17%|█▋        | 82/480 [00:49<03:18,  2.01batch/s, avg_loss=0.714, curr_loss=0.746, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  17%|█▋        | 82/480 [00:49<03:18,  2.01batch/s, avg_loss=0.714, curr_loss=0.713, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 85/480 [00:49<03:17,  2.00batch/s, avg_loss=0.714, curr_loss=0.713, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 85/480 [00:49<03:17,  2.00batch/s, avg_loss=0.714, curr_loss=0.713, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 85/480 [00:50<03:17,  2.00batch/s, avg_loss=0.712, curr_loss=0.582, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 85/480 [00:50<03:17,  2.00batch/s, avg_loss=0.712, curr_loss=0.582, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 85/480 [00:50<03:17,  2.00batch/s, avg_loss=0.711, curr_loss=0.629, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 85/480 [00:50<03:17,  2.00batch/s, avg_loss=0.711, curr_loss=0.629, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 85/480 [00:51<03:17,  2.00batch/s, avg_loss=0.710, curr_loss=0.610, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 88/480 [00:51<03:15,  2.00batch/s, avg_loss=0.710, curr_loss=0.610, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 88/480 [00:51<03:15,  2.00batch/s, avg_loss=0.710, curr_loss=0.610, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 88/480 [00:51<03:15,  2.00batch/s, avg_loss=0.710, curr_loss=0.705, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 88/480 [00:51<03:15,  2.00batch/s, avg_loss=0.710, curr_loss=0.705, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 88/480 [00:52<03:15,  2.00batch/s, avg_loss=0.709, curr_loss=0.633, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 88/480 [00:52<03:15,  2.00batch/s, avg_loss=0.709, curr_loss=0.633, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  18%|█▊        | 88/480 [00:52<03:15,  2.00batch/s, avg_loss=0.707, curr_loss=0.545, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  19%|█▉        | 91/480 [00:52<03:14,  2.00batch/s, avg_loss=0.707, curr_loss=0.545, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  19%|█▉        | 91/480 [00:52<03:14,  2.00batch/s, avg_loss=0.707, curr_loss=0.545, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  19%|█▉        | 91/480 [00:53<03:14,  2.00batch/s, avg_loss=0.706, curr_loss=0.582, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  19%|█▉        | 91/480 [00:53<03:14,  2.00batch/s, avg_loss=0.706, curr_loss=0.582, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  19%|█▉        | 91/480 [00:53<03:14,  2.00batch/s, avg_loss=0.706, curr_loss=0.705, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  19%|█▉        | 91/480 [00:53<03:14,  2.00batch/s, avg_loss=0.706, curr_loss=0.705, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  19%|█▉        | 91/480 [00:54<03:14,  2.00batch/s, avg_loss=0.704, curr_loss=0.527, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  20%|█▉        | 94/480 [00:54<03:12,  2.00batch/s, avg_loss=0.704, curr_loss=0.527, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  20%|█▉        | 94/480 [00:54<03:12,  2.00batch/s, avg_loss=0.704, curr_loss=0.527, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  20%|█▉        | 94/480 [00:54<03:12,  2.00batch/s, avg_loss=0.703, curr_loss=0.565, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  20%|█▉        | 94/480 [00:54<03:12,  2.00batch/s, avg_loss=0.703, curr_loss=0.565, gpu_usage=GPU 0: 140.6MB]
Train Epoch 0:  20%|█▉        | 94/480 [00:55<03:12,  2.00batch/s, avg_loss=0.701, curr_loss=0.534, gpu_usage=GPU 0: 140.6MB]
